word,rank,avg,std_dev
ladder,3618,5.76,1.2505
oooooh,3619,5.76,1.5483
perception,3620,5.76,1.2505
pupils,3621,5.76,1.4935
shield,3622,5.76,1.3312
thoroughly,3623,5.76,1.4366
considerably,3624,5.75,1.0818
manuscript,3625,5.75,1.2965
symbolic,3626,5.74,1.3588
7pm,3627,5.74,1.3674
awake,3628,5.74,1.4682
booty,3629,5.74,1.9463
cadillac,3630,5.74,1.8715
call,3631,5.74,1.4401
calling,3632,5.74,1.2586
catch,3633,5.74,1.3822
challenges,3634,5.74,1.4957
chelsea,3635,5.74,1.1395
chile,3636,5.74,1.3524
concentrate,3637,5.74,1.5884
deep,3638,5.74,1.3969
details,3639,5.74,1.2257
diplomacy,3640,5.74,1.7001
dragon,3641,5.74,1.8495
employee,3642,5.74,1.192
endorsed,3643,5.74,1.4115
entry,3644,5.74,1.0844
estates,3645,5.74,1.4115
everyday,3646,5.74,1.3372
expected,3647,5.74,1.1214
forth,3648,5.74,1.2423
fundamental,3649,5.74,0.9649
gf,3650,5.74,1.3063
given,3651,5.74,1.4401
i'm,3652,5.74,1.5754
inclined,3653,5.74,1.3219
kept,3654,5.74,1.1031
kinds,3655,5.74,1.0461
lace,3656,5.74,1.6759
mac,3657,5.74,1.3524
manage,3658,5.74,1.192
much,3659,5.74,1.3219
name,3660,5.74,1.1747
newsstands,3661,5.74,1.2586
ninja,3662,5.74,1.6389
nite,3663,5.74,1.4115
observed,3664,5.74,1.0264
orientation,3665,5.74,1.3063
owners,3666,5.74,1.3063
powder,3667,5.74,1.2586
presented,3668,5.74,0.9858
princeton,3669,5.74,1.5884
project,3670,5.74,1.6011
prove,3671,5.74,1.0461
quarters,3672,5.74,1.209
reach,3673,5.74,1.3969
responded,3674,5.74,1.2906
rio,3675,5.74,1.3372
screen,3676,5.74,1.2586
serves,3677,5.74,1.6513
settled,3678,5.74,1.5493
showed,3679,5.74,1.0063
situated,3680,5.74,1.0654
spare,3681,5.74,1.5093
spokeswoman,3682,5.74,1.192
suitcase,3683,5.74,1.3219
suits,3684,5.74,1.0063
swag,3685,5.74,1.192
team's,3686,5.74,1.1395
thin,3687,5.74,1.3822
time,3688,5.74,1.209
todays,3689,5.74,1.4401
training,3690,5.74,1.3969
transactions,3691,5.74,0.9216
treasury,3692,5.74,1.7239
walkin,3693,5.74,1.4115
warrior,3694,5.74,2.1458
wash,3695,5.74,1.192
wives,3696,5.74,1.9463
cave,3697,5.73,1.5913
involves,3698,5.73,1.0363
mechanical,3699,5.73,1.4829
sphere,3700,5.73,1.0758
structural,3701,5.73,1.2379
identification,3702,5.73,1.1803
shell,3703,5.73,1.3643
nod,3704,5.72,1.1924
pose,3705,5.72,1.1924
3g,3706,5.72,1.1436
9pm,3707,5.72,0.9697
adding,3708,5.72,1.2623
affiliation,3709,5.72,1.3856
alexander,3710,5.72,1.2784
apt,3711,5.72,1.1787
argentina,3712,5.72,1.8848
blend,3713,5.72,1.2943
canal,3714,5.72,1.2623
card,3715,5.72,1.1256
channels,3716,5.72,1.2784
click,3717,5.72,1.0309
detailed,3718,5.72,1.4988
distinguishable,3719,5.72,1.1613
dvr,3720,5.72,1.3708
ears,3721,5.72,1.2461
euro,3722,5.72,1.7148
expanding,3723,5.72,1.3254
funky,3724,5.72,1.6787
goldman,3725,5.72,1.4003
happening,3726,5.72,1.011
hypothesis,3727,5.72,1.5391
implementation,3728,5.72,1.2784
import,3729,5.72,1.3407
individual,3730,5.72,1.3708
jewish,3731,5.72,1.0506
kathryn,3732,5.72,1.0887
knowin,3733,5.72,1.3099
marine,3734,5.72,1.6542
midtown,3735,5.72,1.4148
missouri,3736,5.72,1.7148
modification,3737,5.72,1.4714
move,3738,5.72,1.3559
near,3739,5.72,1.6041
passenger,3740,5.72,1.0698
passengers,3741,5.72,1.0506
pen,3742,5.72,1.0887
persuade,3743,5.72,1.1613
philadelphia,3744,5.72,1.3099
plate,3745,5.72,1.0698
publications,3746,5.72,1.6293
quietly,3747,5.72,1.4003
races,3748,5.72,1.3099
rank,3749,5.72,1.4003
registered,3750,5.72,1.1436
responsibility,3751,5.72,1.6542
roles,3752,5.72,1.4003
satellite,3753,5.72,1.3559
script,3754,5.72,1.7384
seek,3755,5.72,1.1613
signed,3756,5.72,1.0887
source,3757,5.72,1.2129
spectrum,3758,5.72,1.4574
stage,3759,5.72,1.4434
surrounds,3760,5.72,1.3856
taxi,3761,5.72,1.2623
three,3762,5.72,1.1073
towards,3763,5.72,1.0309
translation,3764,5.72,1.4003
ultimately,3765,5.72,1.3708
update,3766,5.72,1.4852
uses,3767,5.72,1.1613
view,3768,5.72,1.1256
waking,3769,5.72,1.4574
whiskey,3770,5.72,2.6422
winds,3771,5.72,1.6665
with,3772,5.72,1.1787
wrap,3773,5.72,1.1787
contains,3774,5.71,1.2076
employer,3775,5.71,1.72
fifty,3776,5.71,1.4142
immense,3777,5.71,1.6457
opinions,3778,5.71,1.5411
temperatures,3779,5.71,1.5138
fella,3780,5.71,1.7377
flippin,3781,5.71,1.5431
hears,3782,5.71,1.3832
scope,3783,5.71,1.4136
soil,3784,5.71,1.6497
timber,3785,5.71,1.5012
objective,3786,5.7,1.4282
willow,3787,5.7,1.8756
1960's,3788,5.7,1.3887
5pm,3789,5.7,1.1473
accumulation,3790,5.7,1.5017
android,3791,5.7,1.4463
appointed,3792,5.7,1.4178
approximately,3793,5.7,1.1824
arrangements,3794,5.7,1.233
atm,3795,5.7,1.7642
attribute,3796,5.7,1.2657
banner,3797,5.7,1.0351
become,3798,5.7,0.9313
biggie,3799,5.7,1.4033
bunch,3800,5.7,1.3439
churches,3801,5.7,2.4599
contain,3802,5.7,1.1824
data,3803,5.7,1.0738
demonstrated,3804,5.7,1.1473
developer,3805,5.7,1.4321
disc,3806,5.7,1.3132
discussion,3807,5.7,1.0351
dozens,3808,5.7,1.2817
driver,3809,5.7,0.8864
earliest,3810,5.7,1.5419
elementary,3811,5.7,1.359
engine,3812,5.7,1.233
extremely,3813,5.7,1.5419
feat,3814,5.7,1.359
feeling,3815,5.7,1.5152
fill,3816,5.7,1.233
fried,3817,5.7,1.6194
grade,3818,5.7,1.0152
hat,3819,5.7,1.2976
hold,3820,5.7,1.2164
identical,3821,5.7,1.4743
jackson,3822,5.7,1.2657
january,3823,5.7,1.9086
johnny,3824,5.7,1.2657
journal,3825,5.7,1.3132
manhattan,3826,5.7,1.7409
master,3827,5.7,1.5152
max,3828,5.7,1.233
michael,3829,5.7,1.2164
migration,3830,5.7,1.374
mild,3831,5.7,1.5017
mmm,3832,5.7,1.5551
multiple,3833,5.7,1.4604
noon,3834,5.7,1.3132
northwest,3835,5.7,1.1995
observer,3836,5.7,1.0926
placing,3837,5.7,1.1294
pocket,3838,5.7,1.0351
prevented,3839,5.7,1.6194
rally,3840,5.7,1.2495
rankings,3841,5.7,1.5682
raymond,3842,5.7,1.3887
reforms,3843,5.7,1.5286
regular,3844,5.7,1.2817
rolling,3845,5.7,1.2495
roman,3846,5.7,1.1112
running,3847,5.7,1.5017
sippin,3848,5.7,1.1112
sonic,3849,5.7,1.2976
streaming,3850,5.7,1.7053
superbowl,3851,5.7,2.0529
synthesis,3852,5.7,1.0738
thickness,3853,5.7,1.0926
thumb,3854,5.7,1.359
tonite,3855,5.7,1.3439
vertical,3856,5.7,0.9313
walks,3857,5.7,1.5551
want,3858,5.7,1.3439
wassup,3859,5.7,1.9923
watch,3860,5.7,1.2495
wendy,3861,5.7,1.1824
whites,3862,5.7,1.2164
written,3863,5.7,1.2657
xo,3864,5.7,1.6933
yaa,3865,5.7,1.374
correlation,3866,5.69,1.1218
jungle,3867,5.69,1.8952
keepin,3868,5.69,1.2943
paragraph,3869,5.69,1.2781
yonder,3870,5.69,1.5573
determining,3871,5.69,1.3394
dusk,3872,5.69,1.6263
gal,3873,5.69,1.812
hindu,3874,5.69,1.8583
mechanism,3875,5.69,1.3552
#jobs,3876,5.68,1.812
affiliate,3877,5.68,1.2526
amongst,3878,5.68,1.2848
angles,3879,5.68,1.3468
announce,3880,5.68,0.8676
appears,3881,5.68,1.0774
associated,3882,5.68,1.0388
avenue,3883,5.68,1.1683
bars,3884,5.68,1.5836
be,3885,5.68,1.3005
benjamin,3886,5.68,1.2196
bond,3887,5.68,1.6714
broadcasting,3888,5.68,1.3161
button,3889,5.68,0.9355
cabinet,3890,5.68,1.1328
cent,3891,5.68,1.3915
character,3892,5.68,1.4907
civic,3893,5.68,1.3768
climb,3894,5.68,1.3468
clinton,3895,5.68,1.5836
countries,3896,5.68,0.9781
database,3897,5.68,1.3619
degrees,3898,5.68,1.4769
direct,3899,5.68,1.3316
emerged,3900,5.68,0.9355
emphasis,3901,5.68,0.9988
enterprises,3902,5.68,1.4348
exchange,3903,5.68,1.1683
footage,3904,5.68,1.0583
foreign,3905,5.68,1.6956
formula,3906,5.68,1.3468
fort,3907,5.68,1.2027
gaga,3908,5.68,1.8455
getting,3909,5.68,1.1856
graham,3910,5.68,1.1507
grasp,3911,5.68,1.3316
greenwich,3912,5.68,1.3005
grounds,3913,5.68,1.2362
jill,3914,5.68,1.3161
laude,3915,5.68,1.3005
location,3916,5.68,1.0583
logo,3917,5.68,1.0774
machines,3918,5.68,1.3005
managed,3919,5.68,1.1328
marching,3920,5.68,1.3619
mars,3921,5.68,0.957
merchants,3922,5.68,1.449
mission,3923,5.68,1.3468
mississippi,3924,5.68,1.2848
moment,3925,5.68,1.1147
moves,3926,5.68,0.957
nearby,3927,5.68,1.1856
nuevo,3928,5.68,1.1683
often,3929,5.68,1.4205
organs,3930,5.68,1.449
permanent,3931,5.68,1.4769
perspectives,3932,5.68,1.4348
physiological,3933,5.68,1.449
playoff,3934,5.68,1.4205
portland,3935,5.68,1.2027
program,3936,5.68,1.2196
publicity,3937,5.68,1.3768
publishers,3938,5.68,1.2196
pursue,3939,5.68,1.4769
response,3940,5.68,1.2688
resume,3941,5.68,1.2848
role,3942,5.68,0.8908
salt,3943,5.68,1.5706
seeks,3944,5.68,0.9988
sitting,3945,5.68,1.0962
southeast,3946,5.68,1.2196
speaker,3947,5.68,0.9988
speaks,3948,5.68,1.1856
spoken,3949,5.68,1.3161
stimulus,3950,5.68,1.8232
suggests,3951,5.68,0.9355
sydney,3952,5.68,1.463
tot,3953,5.68,1.6343
trustee,3954,5.68,1.5043
usb,3955,5.68,1.019
west,3956,5.68,1.3468
moses,3957,5.67,1.5328
occurring,3958,5.67,0.9217
saddle,3959,5.67,1.449
samples,3960,5.67,1.197
tail,3961,5.67,1.5054
thrust,3962,5.67,1.5731
vow,3963,5.67,1.4052
conversion,3964,5.67,1.2937
evident,3965,5.67,1.3248
#travel,3966,5.66,1.9755
21st,3967,5.66,1.239
8pm,3968,5.66,1.2875
absorbed,3969,5.66,1.4792
african,3970,5.66,1.7567
alexandra,3971,5.66,1.0806
among,3972,5.66,1.3032
aspect,3973,5.66,1.0616
association,3974,5.66,1.239
auto,3975,5.66,1.5858
blue,3976,5.66,1.9337
bold,3977,5.66,1.7912
british,3978,5.66,1.6977
casa,3979,5.66,1.2715
cents,3980,5.66,1.5201
chose,3981,5.66,1.0806
claus,3982,5.66,1.3188
collect,3983,5.66,1.5986
compete,3984,5.66,1.6489
concluded,3985,5.66,1.1537
conclusion,3986,5.66,0.9817
continues,3987,5.66,1.2554
coverage,3988,5.66,1.3188
cup,3989,5.66,0.9607
customer,3990,5.66,1.6856
describe,3991,5.66,1.0806
developmental,3992,5.66,1.2875
digest,3993,5.66,1.493
discussions,3994,5.66,1.5858
drawn,3995,5.66,1.239
drew,3996,5.66,1.2224
early,3997,5.66,1.239
electric,3998,5.66,1.5467
entrance,3999,5.66,0.7982
exchanges,4000,5.66,1.1886
follow,4001,5.66,1.1713
foundation,4002,5.66,1.3644
glove,4003,5.66,1.2715
gps,4004,5.66,1.0022
groups,4005,5.66,1.3032
ham,4006,5.66,1.9018
immediately,4007,5.66,1.1359
indiana,4008,5.66,1.4792
indie,4009,5.66,1.7567
intense,4010,5.66,1.5066
leopard,4011,5.66,1.5066
louisiana,4012,5.66,1.3644
mane,4013,5.66,1.3644
manufacturing,4014,5.66,1.3494
members,4015,5.66,1.2224
molecules,4016,5.66,1.5334
obama's,4017,5.66,2.2462
occupy,4018,5.66,1.5598
oooo,4019,5.66,2.0062
parkway,4020,5.66,1.1713
passed,4021,5.66,2.0564
people's,4022,5.66,1.0422
phillips,4023,5.66,1.2224
playoffs,4024,5.66,1.6977
practices,4025,5.66,1.3188
prepare,4026,5.66,1.4792
priority,4027,5.66,1.423
reap,4028,5.66,1.5201
regard,4029,5.66,1.0224
residents,4030,5.66,1.2715
rode,4031,5.66,1.1178
roll,4032,5.66,1.0616
roots,4033,5.66,1.5858
rugged,4034,5.66,1.6734
sake,4035,5.66,1.4654
sandy,4036,5.66,1.7333
served,4037,5.66,1.239
seven,4038,5.66,1.2554
several,4039,5.66,0.9172
shareholders,4040,5.66,1.3188
sidney,4041,5.66,1.1178
sign,4042,5.66,1.2875
silkk,4043,5.66,1.5201
sol,4044,5.66,1.6113
son-in-law,4045,5.66,1.5598
stretch,4046,5.66,1.5066
tenure,4047,5.66,1.3644
timing,4048,5.66,1.1537
tongues,4049,5.66,1.3494
tower,4050,5.66,1.4086
upstairs,4051,5.66,1.1537
usually,4052,5.66,0.8947
verse,4053,5.66,1.3644
wrapping,4054,5.66,1.2224
yard,4055,5.66,1.4086
adequate,4056,5.66,1.6054
explains,4057,5.66,1.522
doorway,4058,5.65,1.1466
drinkin,4059,5.65,1.9317
examined,4060,5.65,1.4513
height,4061,5.65,1.4076
influenced,4062,5.65,1.4656
mami,4063,5.65,1.3158
mathematics,4064,5.65,1.6014
organisation,4065,5.65,1.5752
phases,4066,5.65,1.0907
realm,4067,5.65,1.4656
remarked,4068,5.65,1.6014
structures,4069,5.65,1.3625
consisting,4070,5.65,1.1753
clown,4071,5.65,1.8159
equations,4072,5.65,1.2798
hum,4073,5.65,1.5776
1950's,4074,5.64,1.4535
2day,4075,5.64,1.2578
ac,4076,5.64,1.5354
alaska,4077,5.64,1.6258
amanda,4078,5.64,1.4107
asterisk,4079,5.64,1.2081
bag,4080,5.64,1.0645
bra,4081,5.64,1.7815
businesses,4082,5.64,1.2739
cable,4083,5.64,1.5221
charger,4084,5.64,1.1205
chester,4085,5.64,1.3516
chinese,4086,5.64,1.4813
circular,4087,5.64,1.0451
civilian,4088,5.64,1.5354
civilians,4089,5.64,1.1386
closely,4090,5.64,1.5221
cognitive,4091,5.64,1.3962
combo,4092,5.64,1.2739
commons,4093,5.64,1.3516
competition,4094,5.64,1.6995
construction,4095,5.64,1.5354
designated,4096,5.64,1.3667
dive,4097,5.64,1.3815
editor,4098,5.64,1.4394
employees,4099,5.64,1.1205
entitled,4100,5.64,1.5086
escape,4101,5.64,2.0777
every,4102,5.64,1.0053
evidence,4103,5.64,1.2578
expects,4104,5.64,1.4675
financing,4105,5.64,1.9141
flown,4106,5.64,1.3365
followers,4107,5.64,1.4813
gucci,4108,5.64,1.6258
guess,4109,5.64,1.0835
hamilton,4110,5.64,1.1739
handful,4111,5.64,1.2578
heads,4112,5.64,1.0451
heights,4113,5.64,1.6383
holding,4114,5.64,1.1205
importa,4115,5.64,1.2415
influence,4116,5.64,1.2415
inning,4117,5.64,1.1911
involvement,4118,5.64,1.3667
kathleen,4119,5.64,1.0451
kit,4120,5.64,0.9424
layer,4121,5.64,1.1563
lit,4122,5.64,1.3056
means,4123,5.64,1.3516
mtv,4124,5.64,1.7585
mystery,4125,5.64,1.849
night's,4126,5.64,1.5487
obvious,4127,5.64,1.0835
oriented,4128,5.64,1.3211
owned,4129,5.64,1.7815
pace,4130,5.64,1.0254
pennsylvania,4131,5.64,1.6507
portions,4132,5.64,1.2578
presidents,4133,5.64,1.5748
probably,4134,5.64,1.2415
provision,4135,5.64,1.3056
purposes,4136,5.64,1.4535
rainy,4137,5.64,2.1737
rang,4138,5.64,1.0835
rangers,4139,5.64,1.3056
recommend,4140,5.64,1.6995
ricky,4141,5.64,1.5877
secular,4142,5.64,1.4535
senior,4143,5.64,1.2081
serving,4144,5.64,1.3516
sheets,4145,5.64,1.0645
southern,4146,5.64,1.6258
soy,4147,5.64,1.5086
speakers,4148,5.64,1.4251
spin,4149,5.64,1.3962
states,4150,5.64,1.2578
streets,4151,5.64,1.2415
symbol,4152,5.64,1.2739
techniques,4153,5.64,1.0645
tee,4154,5.64,0.9638
tends,4155,5.64,1.1563
tokio,4156,5.64,1.1021
trend,4157,5.64,1.1739
upload,4158,5.64,1.3667
use,4159,5.64,1.1563
vast,4160,5.64,1.5354
venture,4161,5.64,1.3211
veterans,4162,5.64,1.849
wholesalers,4163,5.64,1.6383
wrote,4164,5.64,1.3365
elite,4165,5.64,2.1308
genes,4166,5.64,1.0092
hydrogen,4167,5.63,1.3798
intentions,4168,5.63,1.2023
lungs,4169,5.63,1.3021
measuring,4170,5.63,1.2023
origin,4171,5.63,1.1672
peripheral,4172,5.63,1.3493
twentieth,4173,5.63,0.9724
riders,4174,5.62,1.4236
spaces,4175,5.62,1.0237
vary,4176,5.62,1.2138
accent,4177,5.62,1.028
airline,4178,5.62,1.6022
alma,4179,5.62,1.427
appeal,4180,5.62,1.5104
around,4181,5.62,0.9452
assistant,4182,5.62,1.1045
associate,4183,5.62,1.0669
became,4184,5.62,1.0079
behavioral,4185,5.62,1.3384
bottle,4186,5.62,1.3384
buildings,4187,5.62,1.3981
buzz,4188,5.62,1.6523
can,4189,5.62,1.276
catching,4190,5.62,1.2271
characteristics,4191,5.62,1.4553
charlie,4192,5.62,1.276
clock,4193,5.62,0.9875
cloud,4194,5.62,1.8504
comments,4195,5.62,1.0476
corazon,4196,5.62,1.5104
cycle,4197,5.62,1.4412
describing,4198,5.62,1.3231
dice,4199,5.62,1.2919
display,4200,5.62,0.9234
dudes,4201,5.62,1.4553
dutch,4202,5.62,1.1761
espn,4203,5.62,1.8832
eve,4204,5.62,1.6769
ford,4205,5.62,1.2436
formal,4206,5.62,1.5372
fry,4207,5.62,1.8282
heading,4208,5.62,1.0669
heather,4209,5.62,0.901
homies,4210,5.62,1.9048
instances,4211,5.62,0.901
jews,4212,5.62,1.5372
leaves,4213,5.62,1.7944
leg,4214,5.62,1.0079
lolol,4215,5.62,2.1843
managing,4216,5.62,1.2599
material,4217,5.62,0.9234
media,4218,5.62,1.8058
microsoft,4219,5.62,2.1082
next,4220,5.62,1.0669
oct,4221,5.62,1.4412
organisms,4222,5.62,1.276
page,4223,5.62,0.9666
pages,4224,5.62,0.9875
pitch,4225,5.62,1.3536
poll,4226,5.62,1.3384
printer,4227,5.62,1.2599
proportion,4228,5.62,0.9666
proportions,4229,5.62,1.028
referred,4230,5.62,0.9875
reflects,4231,5.62,1.8504
reply,4232,5.62,1.3231
resulted,4233,5.62,1.3076
rockville,4234,5.62,1.4693
runs,4235,5.62,1.276
sacred,4236,5.62,1.8614
sells,4237,5.62,1.3231
sidewalk,4238,5.62,1.2271
snowed,4239,5.62,2.0293
status,4240,5.62,1.1761
they,4241,5.62,1.1761
through,4242,5.62,1.2103
tommy,4243,5.62,1.427
transaction,4244,5.62,1.0079
tub,4245,5.62,1.6399
variable,4246,5.62,1.3384
vday,4247,5.62,1.76
virtual,4248,5.62,1.2271
watches,4249,5.62,1.5104
we've,4250,5.62,1.3231
widely,4251,5.62,1.0476
ya'll,4252,5.62,1.4968
york,4253,5.62,1.1761
ideological,4254,5.61,1.4694
midst,4255,5.61,1.3817
comparatively,4256,5.6,1.3004
address,4257,5.6,1.0498
airlines,4258,5.6,1.5908
ancient,4259,5.6,1.4142
apartment,4260,5.6,1.3248
apparent,4261,5.6,1.069
arranged,4262,5.6,1.3401
assembly,4263,5.6,1.088
bathroom,4264,5.6,1.3248
bees,4265,5.6,2.1381
bon,4266,5.6,1.2289
brasil,4267,5.6,1.7496
called,4268,5.6,1.1066
caroline,4269,5.6,1.7613
centers,4270,5.6,0.9035
central,4271,5.6,0.8806
chapter,4272,5.6,1.2122
cleaning,4273,5.6,1.9588
columns,4274,5.6,1.1952
combined,4275,5.6,1.1066
concrete,4276,5.6,0.9897
considering,4277,5.6,1.1249
consulting,4278,5.6,1.178
covers,4279,5.6,0.9897
crew,4280,5.6,0.9258
edinburgh,4281,5.6,1.3851
efforts,4282,5.6,1.4569
eleven,4283,5.6,1.0302
enormous,4284,5.6,1.5119
entirely,4285,5.6,1.1429
evan,4286,5.6,1.178
francisco,4287,5.6,1.4428
frequency,4288,5.6,0.8806
function,4289,5.6,1.4569
got,4290,5.6,1.4569
historians,4291,5.6,1.5779
hop,4292,5.6,1.6162
idol,4293,5.6,1.4708
immediate,4294,5.6,1.666
indianapolis,4295,5.6,1.5386
involving,4296,5.6,1.3401
layers,4297,5.6,1.3093
level,4298,5.6,0.9897
links,4299,5.6,1.1606
lisa,4300,5.6,1.3093
mouths,4301,5.6,1.2936
news,4302,5.6,1.5518
occasional,4303,5.6,1.4428
outcome,4304,5.6,1.1429
pat,4305,5.6,0.9897
patent,4306,5.6,1.6162
perceived,4307,5.6,1.3851
pick,4308,5.6,0.9689
pope,4309,5.6,1.5649
priest,4310,5.6,1.7023
pronounced,4311,5.6,1.3702
quotes,4312,5.6,1.3851
reaching,4313,5.6,1.1066
relatively,4314,5.6,1.0302
reminded,4315,5.6,1.2778
reynolds,4316,5.6,1.088
runner,4317,5.6,1.6288
saying,4318,5.6,0.8571
seeking,4319,5.6,1.1429
specific,4320,5.6,0.9689
spell,4321,5.6,1.4142
stand,4322,5.6,1.1066
suggested,4323,5.6,1.2454
title,4324,5.6,1.088
topics,4325,5.6,0.833
trustees,4326,5.6,1.3702
twice,4327,5.6,1.1429
utilities,4328,5.6,1.7023
veteran,4329,5.6,1.1429
viewed,4330,5.6,1.2122
virtually,4331,5.6,1.0498
walker,4332,5.6,1.5518
watchin,4333,5.6,1.2122
your,4334,5.6,1.0302
accustomed,4335,5.6,1.3778
deed,4336,5.6,1.5556
besos,4337,5.59,1.632
classroom,4338,5.59,1.7668
comparative,4339,5.59,1.2234
constituted,4340,5.59,1.135
indicating,4341,5.59,1.2734
occurs,4342,5.59,1.1165
parallel,4343,5.59,1.0785
sentences,4344,5.59,1.632
vita,4345,5.59,1.3832
habits,4346,5.58,1.4852
#iphone,4347,5.58,2.2865
allison,4348,5.58,1.1445
appeals,4349,5.58,1.7272
apps,4350,5.58,1.3415
arizona,4351,5.58,1.4155
attached,4352,5.58,1.4581
bags,4353,5.58,1.0897
barack,4354,5.58,2.0313
bears,4355,5.58,1.8193
bell,4356,5.58,1.2792
brand,4357,5.58,1.1796
broad,4358,5.58,1.1082
broader,4359,5.58,1.2631
bulletin,4360,5.58,0.8827
cara,4361,5.58,1.2469
casey,4362,5.58,1.2469
cerebral,4363,5.58,1.6299
chew,4364,5.58,1.3864
circle,4365,5.58,1.2137
cities,4366,5.58,1.4995
client,4367,5.58,1.1796
comes,4368,5.58,0.7584
comment,4369,5.58,1.2792
consists,4370,5.58,1.3566
corrected,4371,5.58,1.6671
current,4372,5.58,1.3262
danny,4373,5.58,1.012
decisions,4374,5.58,1.4155
delaware,4375,5.58,1.0515
described,4376,5.58,1.1445
did,4377,5.58,1.1265
estimated,4378,5.58,1.0319
even,4379,5.58,1.1968
example,4380,5.58,1.0708
executive,4381,5.58,1.6671
feet,4382,5.58,1.2631
filling,4383,5.58,1.3566
finally,4384,5.58,1.4299
financed,4385,5.58,1.7034
fingers,4386,5.58,1.1445
formed,4387,5.58,1.1622
front,4388,5.58,1.0708
gran,4389,5.58,1.4721
hier,4390,5.58,1.1082
hips,4391,5.58,1.7034
i've,4392,5.58,1.1796
ibm,4393,5.58,1.295
identify,4394,5.58,1.3566
intro,4395,5.58,0.9495
kennedy,4396,5.58,1.4299
laura,4397,5.58,1.6671
lay,4398,5.58,1.2792
lets,4399,5.58,1.012
lewis,4400,5.58,1.1796
linda,4401,5.58,1.5398
long-term,4402,5.58,1.7853
looked,4403,5.58,1.3566
lords,4404,5.58,2.1389
man's,4405,5.58,1.5131
marie,4406,5.58,1.0319
massachusetts,4407,5.58,1.3262
microphone,4408,5.58,1.2137
mills,4409,5.58,0.9708
ministry,4410,5.58,1.8526
mumbai,4411,5.58,1.7272
named,4412,5.58,0.8593
navy,4413,5.58,1.5131
operative,4414,5.58,1.7034
overnight,4415,5.58,1.2137
peep,4416,5.58,1.1796
pot,4417,5.58,1.5265
pursuit,4418,5.58,1.7853
rapidly,4419,5.58,1.2631
recorded,4420,5.58,1.1968
returning,4421,5.58,1.4721
rooms,4422,5.58,0.9055
seats,4423,5.58,1.3415
set,4424,5.58,1.1968
shortly,4425,5.58,1.3107
shoutout,4426,5.58,1.9493
soho,4427,5.58,1.2631
solely,4428,5.58,1.3415
stuff,4429,5.58,1.4995
suburban,4430,5.58,1.5265
talkin,4431,5.58,1.9388
teenage,4432,5.58,1.8305
thighs,4433,5.58,1.7623
thing,4434,5.58,1.012
times,4435,5.58,1.1968
traders,4436,5.58,1.3107
trending,4437,5.58,1.4441
tries,4438,5.58,1.2631
valve,4439,5.58,1.1622
vermont,4440,5.58,1.295
voters,4441,5.58,1.3107
waist,4442,5.58,1.3716
warming,4443,5.58,1.8962
we'll,4444,5.58,1.3262
yang,4445,5.58,1.3716
declare,4446,5.57,1.3472
departments,4447,5.57,1.3994
mathematical,4448,5.57,1.8484
sow,4449,5.57,1.6202
density,4450,5.57,1.2047
colony,4451,5.56,1.6099
component,4452,5.56,1.1091
illusion,4453,5.56,1.5004
sip,4454,5.56,1.2867
stride,4455,5.56,1.3669
summary,4456,5.56,1.2188
#musicmonday,4457,5.56,1.728
acted,4458,5.56,1.0529
aide,4459,5.56,1.4165
alot,4460,5.56,1.402
analyst,4461,5.56,1.0529
announces,4462,5.56,0.9723
aspects,4463,5.56,1.402
associates,4464,5.56,1.6308
attempt,4465,5.56,1.2961
basically,4466,5.56,1.0134
blowin,4467,5.56,1.3118
bong,4468,5.56,2.0619
brush,4469,5.56,1.7043
camps,4470,5.56,1.6801
cap,4471,5.56,0.9293
change,4472,5.56,1.3426
characterized,4473,5.56,1.1808
christopher,4474,5.56,0.8843
civil,4475,5.56,1.1457
clients,4476,5.56,1.198
columnist,4477,5.56,1.0134
connecticut,4478,5.56,1.7162
consider,4479,5.56,1.2149
consumers,4480,5.56,1.567
contents,4481,5.56,0.951
dial,4482,5.56,1.3273
directly,4483,5.56,1.0333
discussed,4484,5.56,1.4591
electron,4485,5.56,1.1457
elle,4486,5.56,1.0333
era,4487,5.56,1.0333
evaluate,4488,5.56,1.2803
explanation,4489,5.56,0.993
extends,4490,5.56,1.0134
fairfield,4491,5.56,0.9723
format,4492,5.56,1.3273
forming,4493,5.56,0.993
golf,4494,5.56,2.032
hampshire,4495,5.56,0.951
his,4496,5.56,0.993
inbox,4497,5.56,1.4591
indication,4498,5.56,1.0721
ink,4499,5.56,1.2803
innings,4500,5.56,1.4591
jay-z,4501,5.56,1.514
jumped,4502,5.56,1.3426
kelly,4503,5.56,1.1634
lauren,4504,5.56,1.3273
leather,4505,5.56,1.4868
license,4506,5.56,1.3426
makes,4507,5.56,1.248
manchester,4508,5.56,1.3273
marathon,4509,5.56,1.2316
matches,4510,5.56,1.2149
measured,4511,5.56,1.3273
method,4512,5.56,0.9071
mounted,4513,5.56,1.3273
nickel,4514,5.56,1.5407
on,4515,5.56,1.0721
opera,4516,5.56,1.7631
organizations,4517,5.56,1.1278
pan,4518,5.56,0.8369
passage,4519,5.56,1.1457
password,4520,5.56,1.1457
place,4521,5.56,1.198
playa,4522,5.56,1.7861
presidency,4523,5.56,1.7861
product,4524,5.56,1.1095
promo,4525,5.56,1.4165
quarter,4526,5.56,1.2149
range,4527,5.56,1.0134
